,text,hashtags_count
1170,"To avoid the spread of the Covid 19 outbreak, Users are advised to register for SESB Online Customer Service. Really simple! Press the following link for the SESB OCS list Browse https://ocs.sesb.com.my now! #KitaJagaKita #SESB",2
1171,Greetings Friday.. Special Prayer To Avoid COVID-19. Let's practice this prayer always. May all of us be protected and observed from the COVID-19 pandemic. #JaPenSabah #KitaJagaKita #KitaMestiMenang,3
1172,morning2 reaches x open again.. Friday is indeed a slow open coat #jagajarak #KitaJagaKita #Covid_19,3
1173,0600hrs:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1174,0420h:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1175,0300h:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1176,0200h:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1177,0105h:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1178,Covid - 19 Malaysia 5 November 2020 #KitaLawanBersama #StayAtHome #kitajagakita,3
1179,"#InfoOnWheels Covid 19/National Census November 5, 2020, 10.30am (Thursday) ARAU PARLIAMENT Focus on delivering information : Reminder of New Norm Practices My Census / National Census 2020 #JabatanPenerangan #JapenPerlis #KitaJagaKita #ECensus",5
1180,Covid-19 Latest Statistics in Sarawak @rtm_sarawak #covid19 #KitaMestiMenang #KitaJagaKita Source: Press Statement JPBN No. 273/2020 SARAWAK DISASTER MANAGEMENT COMMITTEE 5 NOVEMBER 2020 https://instagram.com/p/CHNJX8wnm7B/?igshid=m3w4o3wk569câ€¦,3
1181,Let's follow these steps when returning from purchasing food or goods. Keep ourselves safe from COVID-19 infection. @JPenerangan #KitaJagaKita #KitaTeguhKitaMenang,2
1182,"Replying to @MOWorks @LLMrasmi and @KKMPutrajayaSama so it's #WargaPrihatin the spread of this Covid-19 outbreak yes, it's #KitaJagaKita -AA",2
1183,Keep away the negative stigma towards COVID-19 patients. Give moral support so that they immediately recover. #JaPenSabah #JauhiStigma #KitaJagaKitaQuote Tweet Sabah State Information Department @JapenSabah It's not going to be over Nov 5 Keep away the negative stigma towards COVID-19 patients. Give moral support so that they immediately recover. #JaPenSabah #JauhiStigma #KitaJagaKita,6
1184,Congratulations! Congratulations to all UPNM participants who joined the Malaysia Technology Expo (MTE) 2020 Special Edition: COVID-19 International Innovation Awards. #UPNMSharing #UPNMPrihatin #KitaJagaKita #SayangiUPNMKita,4
1185,Cultural new norms in meeting management at UPNM. Together we take steps to prevent COVID-19 in the workplace. : @MyHEALTHKKM #UPNMSharing #UPNMPrihatin #KitaJagaKita #SayangiUPNMKita,4
1186,COVID-19 | What is the Role of Citizens? Message from the Vice Chancellor. https://youtube.com/watch?v=QBFBk5w8TWI&feature=youtu.beâ€¦ #kitajagakita #hapuskancovid19 #VCUiTM #kitaUiTM #UiTMdihatikuCOVID-19 | What is the Role of Citizens? Message from the Vice Chancellor youtube.com,5
1187,"#VideoMakmurJohor Covid-19 Case Statistics in Malaysia until 4 November 2020 #KitaJagaKita #KeepJohorSafe Sumber : Department of Statistics, Malaysia0:28 312 views",3
1188,"Happy PKPB citizens seremban.. together we fight this COVID-19 
#KitaJagaKita",1
1189,"Practice new norms and adhere to the recommendations given by the Ministry of Health Malaysia.

We can definitely stop COVID-19 and regain ZERO COVID-19 cases in Sabah.

#JaPenSabah #FlattenTheCurveAgain #KitaJagaKita",3
1190,"Safety measures to prevent the spread of COVID-19 outbreaks in rest &amp; treat areas and Side Stops along KLK and LPT 1.

#LPTdihati  #MohSinggah #PasangSokmo #KitaJagaKita
 1/4",4
1191,"Disconnect the covid-19 chain by adopting the following preventive measures. Together we maintain the discipline of hygiene practices to avoid infection.

#LPTdihati #KitaJagaKita
 1/4",2
1192,Exit whenever necessary. JointLy Prevent the COVID-19 Outbreak #KitaMestiMenang â€¢ â€¢ â€¢ #MyMOTAC #KitaJagaKita #KitaMestiMenang #MySeniBudaya #SeniDalamTalian #CutiCutiMalaysia #MalaysiaTrulyAsia #MelancongDomestik #JomBercuti,10
1193,"THIS NEEDED TO RESURFACE NOW! As Malaysia rides its third wave of COVID-19, let's not get complacent with embracing the new norm. Help flatten the curve and stay home as much as possible. Remember, we're all frontliners now! #KitaJagaKita #wearefrontliners #StayHome",3
1194,2300:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1195,Status Covid-19 Malaysia 4 November 2020 https://youtube.com/watch?v=GQ8lHxNH26Yâ€¦ #covid19 #covid19malaysia #coronavirus #Malaysia #KitaJagaKita #KitaTeguhKitaMenang #KitaMestiMenang #StayHome #StaySafe #MalaysiaPrihatin #RakyatJagaRakyatStatus Covid-19 Malaysia 4 November 2020 COVID-19; 4 November 2020 Total new discharge:820 Cumulative Total:24815 (70%) Total new cases:1032 Cumulative total:35425 Total active cases:10339 Local cases... youtube.com,11
1196,"Covid-19 Latest Status In Malaysia (04.11.2020) 1,032 New Cases 820 Cured Cases 10,339 Active Cases 8 New Deaths #StayHome #staysafeeveryone #jagakesehatan #kitajagakita #1Family1Hibah #HibahTakaful #GreatEasternTakaful",7
1197,2200hrs:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1198,"COVID-19 CURRENT STATUS IN MALAYSIA UNTIL NOVEMBER 4, 2020 #KitaJagaKita #SanitizeSelalu #SalingMengingati",3
1199,Covid-19 Latest Statistics in Sarawak @rtm_sarawak #covid19 #KitaMestiMenang #KitaJagaKita Source: JPBN Press Statement No. 272/2020 SARAWAK DISASTER MANAGEMENT COMMITTEE 4 NOVEMBER 2020,3
1200,"4 Nov - Roadblock (SRJ 3) at Batu 10 Jalan Kapar, Klang is implemented to stem the spread of COVID-19 in Klang, Selangor. 'The Sahih, at RTM News' #BeritaRTM #RTM #COVID19Malaysia #PKPP #KitaJagaKita #KitaMestiMenang #KomunikasiKita #KerajaanPrihatin #KitaPrihatin",9
1201,"Malaysia Covid 19 numbers for 4th November 2020: New cases: 1,032 cases Recovered: 820 cases Deaths: 8 #KitaJagaKita #Covid19 #Covid19Malaysia #apacitermalaysia #whatthestorymalaysia #kkm #kualalumpur #selangor #putrajaya #pkpb #cmco #mco #quarantine #stayathome #maskup #wfhQuote Tweet KKMalaysia @KKMPutrajaya It's not going to be over Nov 4 COVID-19 Current Status In Malaysia, 4 Nov 2020 Cured case=820 Total cured cases=24,815 cases New case positive=1,032 (import case=3, local case=1,029) Total positive=35,425 cases Death case=8 Total death cases=271 cases Cases treated in ICU=82 cases Respiratory Help=27 cases",16
1202,"4 Nov - Roadblock (SRJ 2) at Bukit Raja Toll, Klang (Exit Line) implemented to stem the spread of COVID-19 'The Sahih, at RTM News' #BeritaRTM #RTM #COVID19Malaysia #PKPP #KitaJagaKita #KitaMestiMenang #KomunikasiKita #KerajaanPrihatin #KitaPrihatin",9
1203,"4 Nov - Roadblock (SRJ 1) at Bukit Raja Toll, Klang (Entrance) is implemented to prevent the spread of COVID-19 in Klang, Selangor. 'The Sahih, at RTM News' #BeritaRTM #RTM #COVID19Malaysia #PKPP #KitaJagaKita #KitaMestiMenang #KomunikasiKita #KerajaanPrihatin",8
1204,GA Covid 19 Invited to The Jakarta City Hall To Meet Mr. Wagub DKI Jakarta https://instagram.com/p/CHKi8YIlC4P/?igshid=1bo3oicxkolmhâ€¦ @JoncyJonacta @BangAriza @aniesbaswedan @DKIJakarta @BNPB_Indonesia #KitaJagaKita #GerakanKebaikan #GACovid19,3
1205,Preventive measures are the best vaccine for us and families of COVID-19 infection. #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19 #coronavirus #KLCeria #CMSWPKL,8
1206,"Dato' oral answers @DrNoorAzmi , Deputy Minister of Health I in parliament on the efficiency of Vitamin C & the Covid-19 vaccine. https://parlimen.gov.my/senarai-hansard.html?uweb=drâ€¦ #covid19malaysia #covid19 #KitaJagaKita #KitaMestiMenang #covaxDr Adham Baba and 8 others",5
1207,1221hrs :The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1208,Sitting at home if there is no outside affair for us together to help the country decide on the Covid-19 infection chain. #PerintahKawalanPergerakanBersyarat #ConditionalMovementControlOrder #KitaJagaKita #KitaMestiMenang #Covid19Quote Tweet Department of Information Malaysia @JPenerangan It's not going to be over Nov 4 If you want the number of daily COVID-19 cases to decrease rapidly Sit at home if there is no significant deal. Source: @KKMPutrajaya #COVID19 #KitaTeguhKitaMenang #KomunikasiKita #JabatanPenerangan,9
1209,"Members of the public are advised to take up roles and responsibilities by doing CAPP (Prevention, Charity, Compliance &amp; Monitor) to reduce the risk of covid-19 infection. #Kitajagakita #mafimalaysia #makanankitamasadepankita",3
1210,#VideoMakmurJohor Covid-19 Case Statistics in Malaysia until 3 November 2020 #KitaJagaKita #KeepJohorSafe Source: @StatsMalaysia,3
1211,0802h:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1212,Let's follow these steps when returning from purchasing food or goods. Keep ourselves safe from COVID-19 infection. #KitaJagaKita #KitaTeguhKitaMenang,2
1213,Let's follow these steps when returning from purchasing food or goods. Keep ourselves safe from COVID-19 infection. #KitaJagaKita #KitaTeguhKitaMenang https://instagram.com/p/CHJXAwlFVkD/?igshid=1hp0hkpa4dce1â€¦,2
1214,0608hrs Besraya@E9: The traffic flow moves smoothly and controlled in all directions along the highway. The weather is good. Follow the Recovery Movement Control Order (MCO) command. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1215,How small businesses are dealing with COVID-19 #covid #coronavirus #corona #stayhome #staysafe #stayathome #quarantine #lockdown #d #dirumahaja #socialdistancing #cov #pandemic #love #virus #quedateencasa #instagram #o #a #kitajagakita #pandemiaHow small businesses are dealing with COVID-19 - Content Media The impact of this lockdown is more brutal on small businesses and start-ups due to smaller cash reserves and resources and ... 4contentmedia.com,21
1216,"0300h:The traffic flow is moving smoothly and controlled towards all directions along the highway. Rainy weather. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain.
#kltu
#StaySafe 
#KitaJagaKita",3
1217,"0205h:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain.
#kltu
#StaySafe 
#KitaJagaKita",3
1218,"0110h:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain.
#kltu
#StaySafe 
#KitaJagaKita",3
1219,Never forget to wear a mask to stop the spread of covid-19 . . . . . . . #covid #coronavirus #corona #stayhome #staysafe #stayathome #quarantine #lockdown #dirumahaja #socialdistancing #cov #pandemic #virus #quedateencasa #kitajagakita #pandemia #cuarentena #NewNormal,18
1220,"Title:
Covid-19 - Domestic Security Issues 

Together:
YB Dato' Seri Hamzah bin Zainudin,
Minister in the Ministry of Home Affairs

Wednesday | November 4, 2020, 9:00 PM

#kitajagakita
 #PatuhiSOP #kementeriandalamnegeri #SetiaBerbakti #RTM",5
1221,"Covid-19 Latest Statistics in Sarawak 
@rtm_sarawak
#covid19
#KitaMestiMenang
#KitaJagaKita
Source: 
JPBN Press Statement No. 271/2020
SARAWAK DISASTER MANAGEMENT COMMITTEE
3 NOVEMBER 2020",3
1222,"3 Nov - Roadblocks (SJR) at Gombak Toll leading to Bentong are implemented to prevent the spread of COVID-19 out of the Klang Valley.

'The authentic, only at RTM News'

#BeritaRTM #RTM #COVID19Malaysia #PKPP #KitaJagaKita
 #KitaMestiMenang #KerajaanPrihatin #KitaPrihatin",8
1223,"#infografik #covid19 #PenjarakanFizikal #KitaJagaKita
 #PerangiCovid Case Statistics Covid-19, November 3, 2020 as of 12 noon",5
1224,"JUST IN: Malaysia's #Covid_19 death toll is at 263 with 12 new deaths. 

* 875 discharged, total now is 23,995.
* 1,054 new cases, total now is 34,393.
* 10,135 active cases
* 94 in ICU, 32 on ventilators

#KitaJagaKita
 
#StaySafeStayHealthy",3
1225,"COVID-19 Current Status In Malaysia,
3 Nov 2020

SOURCE : FB MINISTRY OF HEALTH MALAYSIA

#MBKT
#KualaTerengganu
#PatuhiPKPP
#KitaJagaKita",4
1226,"Covid-19 Latest Statistics in Sarawak 
@rtm_sarawak
#covid19
#KitaMestiMenang
#KitaJagaKita
Source: 
JPBN Press Statement No. 271/2020
SARAWAK DISASTER MANAGEMENT COMMITTEE
3 NOVEMBER 2020 https://instagram.com/p/CHH-4OaD-V5/?igshid=181ikskw0qne9â€¦",3
1227,"If we all do our part to stop the spread of COVID-19, we can flatten the curve! 
#stayathome
 #kitajagakita
 #pharmaniagaprihatin",3
1228,"Sabah-Built by the people, for the people, people caring for the people. #KitaJagaKita
Don't ask me what Moohyiddin and his government is doing.

PM and Minsters have turned into Covid-19 zombies, brain- dead and not knowing how to combat the spread of the coronavirus pandemic.",1
1229,5 Pomegranate House Street 12 Pomegranate House Street Information Delivery Focus : COVID-19 Chain Breaking Campaign #IOW #KomunikasiKita #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19 #coronavirus #KLCeria #CMSWPKL,10
1230,"Nov 3 – No specific medication treats COVID-19, Vitamin C is not included in the treatment of COVID-19 http://berita.rtm.gov.my/index.php/nasional/23087-tiada-ubat-khusus-rawat-covid-19-vitamin-c-tidak-termasuk-dalam-rawatan-covid-19â€¦ 'The authentic, only at RTM News' #BeritaRTM #RTM #COVID19Malaysia #PKPP #KitaJagaKita #KitaMestiMenang #KomunikasiKita #KerajaanPrihatin #KitaPrihatin",9
